,inputs,hisco_1,prob_1,desc_1,hisco_2,prob_2,desc_2,hisco_3,prob_3,desc_3,hisco_4,prob_4,desc_4,hisco_5,prob_5,desc_5
5970,ge/de[SEP]zimmermann,95410.0,0.99491346,"Carpenter, General",,,No pred,,,No pred,,,No pred,,,No pred
5971,ge/de[SEP]invaliden,-1.0,0.8707088,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
5972,ge/de[SEP]mullersgehilfen,77120.0,0.99465394,Grain Miller,,,No pred,,,No pred,,,No pred,,,No pred
5973,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5974,ge/de[SEP]verkauferin,45125.0,0.9712613,"Salesperson, Wholesale or Retail Trade",,,No pred,,,No pred,,,No pred,,,No pred
5975,ge/de[SEP]betriebsleiter,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
5976,ge/de[SEP]hilfsarbeitersehefrau,99910.0,0.87714016,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
5977,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5978,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5979,ge/de[SEP]landesproduktenhandler,41025.0,0.96186674,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
5980,ge/de[SEP]rentnerin,-1.0,0.99875104,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
5981,ge/de[SEP]metzgermeister und gastwirt,77310.0,0.99689364,"Butcher, General",51020.0,0.9938689,Working Proprietor (Hotel and Restaurant),,,No pred,,,No pred,,,No pred
5982,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5983,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5984,ge/de[SEP]vertretersehefrau,43200.0,0.9599258,Commercial Travellers and Manufacturers Agents,,,No pred,,,No pred,,,No pred,,,No pred
5985,ge/de[SEP]hilfsarbeiterin,99910.0,0.98539156,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
5986,ge/de[SEP]backergehilfen,77610.0,0.97245526,"Baker, General",,,No pred,,,No pred,,,No pred,,,No pred
5987,ge/de[SEP]schneidermeister,79100.0,0.99724436,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
5988,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
5989,ge/de[SEP]arbeitsehefrau,22610.0,0.27280474,"Production Supervisor or Foreman, General",,,No pred,,,No pred,,,No pred,,,No pred
5990,ge/de[SEP]backermeister,77610.0,0.99356353,"Baker, General",,,No pred,,,No pred,,,No pred,,,No pred
5991,ge/de[SEP]geschaftsinhaberin,21110.0,0.9791784,General Manager,,,No pred,,,No pred,,,No pred,,,No pred
5992,ge/de[SEP]gastwirt und bauern,51020.0,0.9984503,Working Proprietor (Hotel and Restaurant),61110.0,0.9911425,General Farmer,,,No pred,,,No pred,,,No pred
5993,ge/de[SEP]bufetthilfe,39990.0,0.41329756,Other Clerks,,,No pred,,,No pred,,,No pred,,,No pred
5994,ge/de[SEP]fabrikarbeitersehefrau,99930.0,0.43502465,Factory Worker,22610.0,0.2344163,"Production Supervisor or Foreman, General",,,No pred,,,No pred,,,No pred
5995,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5996,ge/de[SEP]hilfsarboiter,99910.0,0.9943604,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
5997,ge/de[SEP]schulhausmeister,13940.0,0.5931674,Head Teacher,,,No pred,,,No pred,,,No pred,,,No pred
5998,ge/de[SEP]bauersfrau,61110.0,0.9993315,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5999,ge/de[SEP]kellner,53210.0,0.9951977,"Waiter, General",,,No pred,,,No pred,,,No pred,,,No pred
6000,ge/de[SEP]aufkaufer,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
6001,ge/de[SEP]oberlehrersehefrau,13200.0,0.99029267,"Secondary Education Teacher, Subject Unknown",,,No pred,,,No pred,,,No pred,,,No pred
6002,ge/de[SEP]metzgergehilfen,77310.0,0.9984351,"Butcher, General",,,No pred,,,No pred,,,No pred,,,No pred
6003,ge/de[SEP]hilfsarbeiterin,99910.0,0.98539156,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
6004,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
6005,ge/de[SEP]textilwarengeschaftsinhaberin,21110.0,0.8390263,General Manager,75000.0,0.35946578,"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",21940.0,0.29736012,Administration Manager,,,No pred,,,No pred
6006,ge/de[SEP]kraftfahrer,98500.0,0.992308,MotorVehicle Drivers,,,No pred,,,No pred,,,No pred,,,No pred
6007,ge/de[SEP]landwirtswitwe,61110.0,0.9809145,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
6008,ge/de[SEP]gutler und brandmetzger,58110.0,0.99259937,FireFighter,61115.0,0.9464381,Small Subsistence Farmer (Husbandman),,,No pred,,,No pred,,,No pred
6009,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
6010,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
6011,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
6012,ge/de[SEP]backergehilfen,77610.0,0.97245526,"Baker, General",,,No pred,,,No pred,,,No pred,,,No pred
6013,ge/de[SEP]schneiderin,79100.0,0.9947996,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
6014,ge/de[SEP]maschinenhandler,41025.0,0.9750078,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
6015,ge/de[SEP]baumeister,61110.0,0.74603945,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
6016,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
6017,ge/de[SEP]studenten und dolmetscher,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
6018,ge/de[SEP]haustochter,54020.0,0.9836517,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
6019,ge/de[SEP]bauerin,61110.0,0.9997429,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
6020,ge/de[SEP]burohilfe,39990.0,0.94032425,Other Clerks,,,No pred,,,No pred,,,No pred,,,No pred
6021,ge/de[SEP]bauern und burgermeister,61110.0,0.98810697,General Farmer,20110.0,0.95749897,Legislative Official,,,No pred,,,No pred,,,No pred
6022,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
6023,ge/de[SEP]buchbindermeister,92625.0,0.99078697,Bookbinder (Hand or Machine),,,No pred,,,No pred,,,No pred,,,No pred
6024,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
6025,ge/de[SEP]karteifuhrerin,98500.0,0.29612505,MotorVehicle Drivers,,,No pred,,,No pred,,,No pred,,,No pred
6026,ge/de[SEP]arbeiter,99900.0,0.9896986,"Worker, No Further Information",,,No pred,,,No pred,,,No pred,,,No pred
6027,ge/de[SEP]bauerin,61110.0,0.9997429,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
6028,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
6029,ge/de[SEP]einkaufer,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
6030,ge/de[SEP]studenten,-1.0,0.98179173,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
6031,ge/de[SEP]naherin,79510.0,0.9844095,"Hand and Machine Sewer, General",,,No pred,,,No pred,,,No pred,,,No pred
6032,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
6033,ge/de[SEP]metzgermeister,77310.0,0.9995976,"Butcher, General",,,No pred,,,No pred,,,No pred,,,No pred
6034,ge/de[SEP]muhlenbesitzer,77120.0,0.9948147,Grain Miller,,,No pred,,,No pred,,,No pred,,,No pred
6035,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
6036,ge/de[SEP]schlossersehefrau,87430.0,0.3845747,Structural Steel Worker (Workshop),87105.0,0.36557582,"Plumber, General",,,No pred,,,No pred,,,No pred
6037,ge/de[SEP]metzger,77310.0,0.99615663,"Butcher, General",,,No pred,,,No pred,,,No pred,,,No pred
6038,ge/de[SEP]backergehilfen,77610.0,0.97245526,"Baker, General",,,No pred,,,No pred,,,No pred,,,No pred
6039,ge/de[SEP]inspektorsehefrau,22000.0,0.7676687,"Supervisor, Foreman or Inspector, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
6040,ge/de[SEP]schneidersehefrau,79100.0,0.9957833,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
6041,ge/de[SEP]metzgermeister,77310.0,0.9995976,"Butcher, General",,,No pred,,,No pred,,,No pred,,,No pred
6042,ge/de[SEP]studenten,-1.0,0.98179173,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
6043,ge/de[SEP]gasthofbesitzersehefrau,51020.0,0.76044065,Working Proprietor (Hotel and Restaurant),,,No pred,,,No pred,,,No pred,,,No pred
6044,ge/de[SEP]studenten,-1.0,0.98179173,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
6045,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
6046,ge/de[SEP]werkarbeitersehefrau,22610.0,0.24440308,"Production Supervisor or Foreman, General",,,No pred,,,No pred,,,No pred,,,No pred
6047,ge/de[SEP]hilfsarbeiterin,99910.0,0.98539156,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
6048,ge/de[SEP]maschinenarbeiter,99930.0,0.95806813,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
6049,ge/de[SEP]schlossersehefrau,87430.0,0.3845747,Structural Steel Worker (Workshop),87105.0,0.36557582,"Plumber, General",,,No pred,,,No pred,,,No pred
6050,ge/de[SEP]hauptmannsehefrau,58320.0,0.915046,Officer,,,No pred,,,No pred,,,No pred,,,No pred
6051,ge/de[SEP]einkaufer,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
6052,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
6053,ge/de[SEP]fleischermeister,77310.0,0.9984615,"Butcher, General",,,No pred,,,No pred,,,No pred,,,No pred
6054,ge/de[SEP]backermeister,77610.0,0.99356353,"Baker, General",,,No pred,,,No pred,,,No pred,,,No pred
6055,ge/de[SEP]kraftfahrer,98500.0,0.992308,MotorVehicle Drivers,,,No pred,,,No pred,,,No pred,,,No pred
6056,ge/de[SEP]heimleiter,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
6057,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
6058,ge/de[SEP]bauerin,61110.0,0.9997429,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
6059,ge/de[SEP]metzgermeister,77310.0,0.9995976,"Butcher, General",,,No pred,,,No pred,,,No pred,,,No pred
6060,ge/de[SEP]hotelbesitzer,51020.0,0.90741855,Working Proprietor (Hotel and Restaurant),,,No pred,,,No pred,,,No pred,,,No pred
6061,ge/de[SEP]schmied,83110.0,0.76860225,"Blacksmith, General",83190.0,0.6888336,"Other Blacksmiths, Hammersmiths and ForgingPress Operators",,,No pred,,,No pred,,,No pred
6062,ge/de[SEP]schauspieler,17320.0,0.9996631,Actor,,,No pred,,,No pred,,,No pred,,,No pred
6063,ge/de[SEP]backer,77610.0,0.9905957,"Baker, General",,,No pred,,,No pred,,,No pred,,,No pred
6064,ge/de[SEP]lagerfuhrer,39140.0,0.28430286,Storeroom Clerk,,,No pred,,,No pred,,,No pred,,,No pred
6065,ge/de[SEP]schlosser,87105.0,0.6017106,"Plumber, General",87430.0,0.4104507,Structural Steel Worker (Workshop),84105.0,0.32587594,"Machinery Fitter, General",,,No pred,,,No pred
6066,ge/de[SEP]landwirtin,61110.0,0.9965713,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
6067,ge/de[SEP]arzt,6510.0,0.79195213,"Veterinarian, General",,,No pred,,,No pred,,,No pred,,,No pred
6068,ge/de[SEP]spenglersehefrau,87310.0,0.28478146,"SheetMetal Worker, General",,,No pred,,,No pred,,,No pred,,,No pred
6069,ge/de[SEP]reichsbahnangestellte,39960.0,0.97264534,Railway Clerk,,,No pred,,,No pred,,,No pred,,,No pred
6070,ge/de[SEP]schlossermeister,87430.0,0.36033916,Structural Steel Worker (Workshop),87105.0,0.35537052,"Plumber, General",84105.0,0.3035769,"Machinery Fitter, General",,,No pred,,,No pred
6071,ge/de[SEP]kuchenhilfe,53190.0,0.84780496,Other Cooks,,,No pred,,,No pred,,,No pred,,,No pred
6072,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
6073,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
6074,ge/de[SEP]werkmeister,22610.0,0.99793434,"Production Supervisor or Foreman, General",,,No pred,,,No pred,,,No pred,,,No pred
6075,ge/de[SEP]buchdrucker,92110.0,0.988308,"Printer, General",,,No pred,,,No pred,,,No pred,,,No pred
6076,ge/de[SEP]schlosser,87105.0,0.6017106,"Plumber, General",87430.0,0.4104507,Structural Steel Worker (Workshop),84105.0,0.32587594,"Machinery Fitter, General",,,No pred,,,No pred
6077,ge/de[SEP]kuchenhilfe,53190.0,0.84780496,Other Cooks,,,No pred,,,No pred,,,No pred,,,No pred
6078,ge/de[SEP]postsekretar,39310.0,0.9497782,"Office Clerk, General",,,No pred,,,No pred,,,No pred,,,No pred
6079,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
6080,ge/de[SEP]hilfsarbeiterin,99910.0,0.98539156,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
6081,ge/de[SEP]laborgehilfen,59940.0,0.24805039,Nursing Aid,,,No pred,,,No pred,,,No pred,,,No pred
6082,ge/de[SEP]hilfsschaffnerin,36000.0,0.949019,"Transport Conductor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
6083,ge/de[SEP]arbeiterin,99900.0,0.99470127,"Worker, No Further Information",,,No pred,,,No pred,,,No pred,,,No pred
6084,ge/de[SEP]naherin,79510.0,0.9844095,"Hand and Machine Sewer, General",,,No pred,,,No pred,,,No pred,,,No pred
6085,ge/de[SEP]postfacharbeiter,37000.0,0.9645046,"Mail Distribution Clerk, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
6086,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
6087,ge/de[SEP]postfacharbeiter,37000.0,0.9645046,"Mail Distribution Clerk, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
6088,ge/de[SEP]kraftfahrer,98500.0,0.992308,MotorVehicle Drivers,,,No pred,,,No pred,,,No pred,,,No pred
6089,ge/de[SEP]schlosser,87105.0,0.6017106,"Plumber, General",87430.0,0.4104507,Structural Steel Worker (Workshop),84105.0,0.32587594,"Machinery Fitter, General",,,No pred,,,No pred
6090,ge/de[SEP]schlosser,87105.0,0.6017106,"Plumber, General",87430.0,0.4104507,Structural Steel Worker (Workshop),84105.0,0.32587594,"Machinery Fitter, General",,,No pred,,,No pred
6091,ge/de[SEP]metzgergehilfen,77310.0,0.9984351,"Butcher, General",,,No pred,,,No pred,,,No pred,,,No pred
6092,ge/de[SEP]buchhalterin,33110.0,0.99842477,"Bookkeeper, General",,,No pred,,,No pred,,,No pred,,,No pred
6093,ge/de[SEP]schlosser,87105.0,0.6017106,"Plumber, General",87430.0,0.4104507,Structural Steel Worker (Workshop),84105.0,0.32587594,"Machinery Fitter, General",,,No pred,,,No pred
6094,ge/de[SEP]maler,93120.0,0.99980205,Building Painter,,,No pred,,,No pred,,,No pred,,,No pred
6095,ge/de[SEP]postfacharbeiter,37000.0,0.9645046,"Mail Distribution Clerk, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
6096,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
6097,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
6098,ge/de[SEP]hilfsarbeiterin,99910.0,0.98539156,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
6099,ge/de[SEP]kraftfahrer,98500.0,0.992308,MotorVehicle Drivers,,,No pred,,,No pred,,,No pred,,,No pred
6100,ge/de[SEP]angestellten,-1.0,0.752718,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
6101,ge/de[SEP]buroangestelltenehefrau,39310.0,0.98023146,"Office Clerk, General",,,No pred,,,No pred,,,No pred,,,No pred
6102,ge/de[SEP]heimarbeiterin,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
6103,ge/de[SEP]spengler,87310.0,0.98539263,"SheetMetal Worker, General",,,No pred,,,No pred,,,No pred,,,No pred
6104,ge/de[SEP]postfacharbeiter,37000.0,0.9645046,"Mail Distribution Clerk, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
6105,ge/de[SEP]dreher,83320.0,0.7760765,Lathe SetterOperator,,,No pred,,,No pred,,,No pred,,,No pred
6106,ge/de[SEP]reichsbahngehilfen,98990.0,0.9638514,Other Transport Equipment Operators,,,No pred,,,No pred,,,No pred,,,No pred
6107,ge/de[SEP]hausangestellte,54020.0,0.9995447,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
6108,ge/de[SEP]impragnierer,58340.0,0.85130507,Other Military Ranks,,,No pred,,,No pred,,,No pred,,,No pred
6109,ge/de[SEP]serviererin,53210.0,0.31453517,"Waiter, General",,,No pred,,,No pred,,,No pred,,,No pred
6110,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
6111,ge/de[SEP]hausangestellte,54020.0,0.9995447,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
6112,ge/de[SEP]hotelangestellten,54090.0,0.99870324,Other Maids and Related Housekeeping Service Workers,,,No pred,,,No pred,,,No pred,,,No pred
6113,ge/de[SEP]wagenputzer,81925.0,0.45580748,Cartwright,,,No pred,,,No pred,,,No pred,,,No pred
6114,ge/de[SEP]handler und schirmflicker,41025.0,0.9921159,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
6115,ge/de[SEP]fabrikarbeiterin,99930.0,0.9964371,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
6116,ge/de[SEP]rentnersehefrau,-1.0,0.99911124,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
6117,ge/de[SEP]feldwebelsehefrau,3020.0,0.5409864,Land Surveyor,,,No pred,,,No pred,,,No pred,,,No pred
6118,ge/de[SEP]postbeamten,37000.0,0.9731155,"Mail Distribution Clerk, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
6119,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
6120,ge/de[SEP]reichsbahnzugschaffner,36020.0,0.9853276,Railway Passenger Train Guard,,,No pred,,,No pred,,,No pred,,,No pred
6121,ge/de[SEP]fabrikarbeiterin,99930.0,0.9964371,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
6122,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
6123,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
6124,ge/de[SEP]naherin,79510.0,0.9844095,"Hand and Machine Sewer, General",,,No pred,,,No pred,,,No pred,,,No pred
6125,ge/de[SEP]hilfsarbeiterinnen,99910.0,0.9940508,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
6126,ge/de[SEP]hausdiener,37040.0,0.77152354,Messenger,54020.0,0.46158084,House Servant,,,No pred,,,No pred,,,No pred
6127,ge/de[SEP]maschinenarbeiterin,99930.0,0.98113716,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
6128,ge/de[SEP]telegrafenarbeiter,85600.0,0.9988501,"Telephone and Telegraph Installer, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
6129,ge/de[SEP]backer,77610.0,0.9905957,"Baker, General",,,No pred,,,No pred,,,No pred,,,No pred
6130,ge/de[SEP]postfacharbeiter,37000.0,0.9645046,"Mail Distribution Clerk, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
6131,ge/de[SEP]postfacharbeiter,37000.0,0.9645046,"Mail Distribution Clerk, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
6132,ge/de[SEP]hausgehilfinnen,54020.0,0.9938291,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
6133,ge/de[SEP]hausgehilfin,54020.0,0.9970209,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
6134,ge/de[SEP]maler,93120.0,0.99980205,Building Painter,,,No pred,,,No pred,,,No pred,,,No pred
6135,ge/de[SEP]postschaffner,37090.0,0.98331565,Other Mail Distribution Clerks,,,No pred,,,No pred,,,No pred,,,No pred
6136,ge/de[SEP]postfacharbeiterin,37000.0,0.96317863,"Mail Distribution Clerk, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
6137,ge/de[SEP]metzger,77310.0,0.99615663,"Butcher, General",,,No pred,,,No pred,,,No pred,,,No pred
6138,ge/de[SEP]bauersehefrau,61110.0,0.9887544,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
6139,ge/de[SEP]hausmeistersehefrau,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
6140,ge/de[SEP]chorsangerin,17145.0,0.9972741,Singer,,,No pred,,,No pred,,,No pred,,,No pred
6141,ge/de[SEP]wagenputzerinnen,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
6142,ge/de[SEP]maler,93120.0,0.99980205,Building Painter,,,No pred,,,No pred,,,No pred,,,No pred
6143,ge/de[SEP]kfm. angestellten,53100.0,0.64511466,"Cook, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
6144,ge/de[SEP]dreher,83320.0,0.7760765,Lathe SetterOperator,,,No pred,,,No pred,,,No pred,,,No pred
6145,ge/de[SEP]postassistentin,37020.0,0.9923799,Mail Sorting Clerk,,,No pred,,,No pred,,,No pred,,,No pred
6146,ge/de[SEP]heizer,98330.0,0.37368548,Railway SteamEngine Fireman,98220.0,0.28741848,Ship's Fireman,96930.0,0.26661068,Boiler Fireman,,,No pred,,,No pred
6147,ge/de[SEP]hilfsarbeiterin,99910.0,0.98539156,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
6148,ge/de[SEP]lokfuhrer,98320.0,0.9923184,Railway Engine Driver,,,No pred,,,No pred,,,No pred,,,No pred
6149,ge/de[SEP]postzustellerin,37000.0,0.7914497,"Mail Distribution Clerk, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
6150,ge/de[SEP]bauhilfsarbeiter,99910.0,0.99975365,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
6151,ge/de[SEP]elektromonteur,85110.0,0.82614154,"Electrical Fitter, General",,,No pred,,,No pred,,,No pred,,,No pred
6152,ge/de[SEP]ldw. arbeiterin,99900.0,0.97164977,"Worker, No Further Information",,,No pred,,,No pred,,,No pred,,,No pred
6153,ge/de[SEP]postfacharbeiter,37000.0,0.9645046,"Mail Distribution Clerk, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
6154,ge/de[SEP]mechaniker,84900.0,0.44130263,"Machinery Fitter (except Electrical), Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
6155,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
6156,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
6157,ge/de[SEP]kraftwagenfuhrer,98500.0,0.98163223,MotorVehicle Drivers,,,No pred,,,No pred,,,No pred,,,No pred
